floor_area,number_of_floors,window_to_wall_ratio,wall_thickness,avg_temperature,avg_humidity,solar_radiation,thermal_resistance,estimated_energy_usage,daylight_factor,thermal_load
178.9,2,0.29,0.38,-1.2,49,310,3.09,59,0.9,-2620.7
203.5,2,0.45,0.49,-6.9,66,703,3.5,441.4,3.16,-3558.2
283.7,1,0.49,0.48,2.8,31,401,0.07,16151.6,1.96,-4845.5
286.4,3,0.21,0.36,31.6,36,910,0.05,205770.1,1.91,3305.6
122.1,2,0.46,0.23,26.6,35,957,3.45,1199.6,4.4,527.8
261.8,1,0.39,0.38,25.1,43,203,0.05,158321.4,0.79,1328.5
213,1,0.14,0.35,-2.2,39,773,3.38,96.2,1.08,-3130.3
234.5,2,0.44,0.26,11.9,50,497,3.06,1159,2.19,-1318.2
197,1,0.15,0.46,-3,34,774,0.02,23570.6,1.16,-4521.9
134.8,2,0.31,0.34,24.3,71,414,3.37,1141.8,1.28,384.3
151.1,2,0.18,0.44,13.6,59,586,0.05,46728.4,1.05,-962.2
218.6,1,0.13,0.29,18,30,683,3.2,1359.2,0.89,-297.3
234.6,2,0.33,0.39,15.1,51,559,5.66,756.1,1.84,-498.9
131,2,0.49,0.37,15.8,55,121,0.07,37094.8,0.59,-546.3
190.8,1,0.45,0.32,-2,28,200,0.08,5258.9,0.9,-4164
144.3,1,0.21,0.44,-8.2,44,856,3.58,327.1,1.8,-2612.5
293.9,3,0.39,0.28,21.2,72,550,3.26,2343.2,2.14,237.7
192.7,2,0.15,0.39,-4.1,53,603,3.64,199,0.9,-2953.6
50.1,2,0.43,0.34,20.7,34,261,5.43,235,1.12,16
121.6,2,0.36,0.31,19.1,68,665,5.81,488.1,2.39,-45.9
238.8,3,0.33,0.29,18.4,52,944,5.68,947.5,3.12,-165.1
249.8,3,0.5,0.26,-2.1,64,721,0.03,14353.1,3.6,-5504
105.4,3,0.41,0.33,25.5,31,243,3.22,1015.4,1,393
129.7,3,0.27,0.37,11.4,57,948,3.43,530,2.56,-732.8
107.1,1,0.15,0.26,32.6,44,548,0.05,76328.2,0.82,1342.7
231.4,3,0.41,0.24,22.6,76,417,3.01,2132.2,1.71,420.5
265.3,3,0.26,0.44,22.9,32,337,3.06,2276.5,0.88,533.9
97.3,3,0.11,0.3,20.6,34,608,3.04,716.1,0.67,40.6
51.6,1,0.47,0.4,-5,60,572,5.71,49.4,2.69,-553.4
257.4,3,0.47,0.26,15.7,77,317,3.73,1365,1.49,-694
112.6,1,0.31,0.49,20.5,57,228,3.02,892.6,0.71,39.3
265.5,2,0.13,0.38,32.8,25,742,3.27,2900.4,0.96,2287.1
177.5,2,0.46,0.29,32.3,66,471,0.01,715472.9,2.17,2181.1
117.9,3,0.37,0.39,7.6,62,988,3.54,338.9,3.66,-944.4
89.8,3,0.46,0.4,10.6,65,354,0.01,120991.3,1.63,-843.3
104.8,3,0.39,0.23,19.1,28,621,5.22,473.1,2.42,-45.1
83.8,1,0.41,0.23,8.2,31,713,3.52,255.7,2.92,-640.8
235,2,0.27,0.49,7.4,67,843,5.97,368.3,2.28,-1193.3
270.7,1,0.39,0.38,-9.9,31,655,3.33,898.1,2.55,-5398.7
177.2,1,0.45,0.45,11.6,69,567,0.1,26410.9,2.55,-1473.6
91.9,1,0.24,0.25,-4.8,38,762,3.54,117.4,1.83,-1472.3
285.1,2,0.4,0.2,10.6,53,542,6.45,591,2.17,-951.4
190.3,1,0.19,0.28,-8.9,66,736,3.19,533.3,1.4,-3745.3
161.7,3,0.22,0.22,19.5,76,642,5.31,680.8,1.41,-37.9
212.4,1,0.46,0.34,-7,55,969,3.51,448.9,4.46,-3721.9
239.2,1,0.28,0.22,20.6,64,515,3.69,1560.4,1.44,90.6
176.1,2,0.15,0.47,6,44,180,3.64,321.4,0.27,-1568
280.9,1,0.36,0.44,31.8,29,438,0.04,267141.8,1.58,3301.4
64.1,2,0.17,0.2,25.6,39,955,3.61,511.6,1.62,229.4
235.7,2,0.46,0.36,-3.8,56,962,0.08,10284.6,4.43,-5564.8
183.2,3,0.29,0.28,-2.5,51,877,0.08,4255.6,2.54,-4089
88.4,1,0.19,0.38,-4.3,73,243,3.71,105.9,0.46,-1351.2
183.2,1,0.4,0.23,-7.9,20,682,3.01,527.2,2.73,-3572.8
50.5,2,0.47,0.21,25.4,33,581,3.64,445.2,2.73,173.4
59.4,3,0.27,0.3,12.6,37,656,5.24,170.6,1.77,-209.2
237.6,3,0.11,0.4,3,23,928,3.21,306.7,1.02,-2742.6
224,3,0.32,0.46,15.2,63,507,3.13,1303.9,1.62,-738.7
107.8,2,0.33,0.2,-1.8,43,188,0.02,10122.3,0.62,-2345.3
167,3,0.48,0.32,24.4,42,545,3.6,1434.9,2.62,470.3
86.9,1,0.19,0.39,15.2,24,222,6.25,234.8,0.42,-156.4
93.7,3,0.26,0.42,30.4,62,864,0.1,33102.6,2.25,964.7
87.6,3,0.19,0.38,24.5,25,140,3.72,635.4,0.27,247.6
67.7,3,0.21,0.21,7.8,57,172,3.64,163.8,0.36,-525.3
227.2,2,0.18,0.25,-9,24,802,3.2,634.4,1.44,-4480.4
275.4,1,0.2,0.35,22.3,27,303,3.74,1830.8,0.61,396.5
53.1,1,0.24,0.48,4.4,51,753,3.14,97.6,1.81,-568.3
91.3,2,0.35,0.49,-4.2,67,596,0.04,9665.7,2.09,-2200.6
236.7,1,0.44,0.26,22.5,47,663,3.45,1938.8,2.92,387.6
138.6,1,0.47,0.34,12.9,53,651,0.02,115976.9,3.06,-982.1
266.3,2,0.4,0.48,-0.7,35,747,0.07,214.6,2.99,-5473.8
184.6,3,0.17,0.27,5.2,50,456,3.54,320,0.78,-1764.9
124.6,2,0.36,0.49,9.4,64,533,3.7,394.7,1.92,-832.1
232.7,3,0.26,0.27,0,79,310,3.23,25.2,0.81,-3150.8
229.2,1,0.45,0.44,27.1,31,301,3.71,2073.7,1.35,1023.6
229.3,2,0.21,0.42,32.3,67,660,0.09,92792.1,1.39,2795
264.1,1,0.37,0.42,-5.5,73,378,0.02,80148.7,1.4,-6721.1
103,3,0.31,0.46,2.6,37,943,3.75,112.4,2.92,-1120.1
114.7,1,0.19,0.3,24,53,760,3.78,822.7,1.44,285.4
159.3,3,0.45,0.28,15.8,77,893,5.09,640,4.02,-328.5
235,3,0.15,0.48,-0.6,58,789,3.14,15.2,1.18,-3320.9
155.7,1,0.21,0.24,-4.1,58,972,3.24,166.1,2.04,-2536.6
252.2,2,0.46,0.26,-3.8,72,634,3.14,312.8,2.92,-4117.6
225.6,1,0.37,0.32,31.5,75,962,3.24,2678.5,3.56,1753.8
52.4,1,0.35,0.45,4.8,59,963,3.53,100.5,3.37,-515.3
122.8,1,0.13,0.26,33.9,35,482,3.55,1266.6,0.63,1101
247.6,2,0.44,0.38,16.5,61,963,3.2,1648.5,4.24,-589.3
163.9,1,0.45,0.43,1.2,37,451,0.06,5524.7,2.03,-3062.8
162.6,3,0.12,0.41,-7.7,64,935,3.59,324.8,1.12,-2887.1
207.6,2,0.48,0.46,-4.6,20,965,3.55,263.6,4.63,-3294
124.8,2,0.27,0.3,-3.6,46,628,0.09,4677.5,1.7,-2918.8
284.7,2,0.2,0.26,9.4,63,186,3.18,944,0.37,-2058.2
260.5,1,0.3,0.41,-6,38,427,3.62,461.2,1.28,-4321.2
172.4,2,0.27,0.34,16.1,63,764,5.61,588.2,2.06,-295.2
236.4,2,0.22,0.31,-5.5,52,893,0.05,24177.9,1.96,-5998.1
129.6,2,0.21,0.38,-5.3,20,632,6.24,107.1,1.33,-1232.9
161.4,2,0.48,0.28,5.9,39,845,5.47,246.8,4.06,-1030.9
211,1,0.31,0.25,-8.2,62,234,5.97,325.2,0.73,-2397.9
221.6,2,0.38,0.29,-6.1,50,254,0.07,22023.1,0.97,-5743.3
242.7,1,0.35,0.45,6.1,59,874,3.27,608.2,3.06,-2270.4
174.8,1,0.11,0.26,27.2,43,613,6,854.9,0.67,503.4
234.9,1,0.32,0.26,-7.6,67,533,3.05,631.4,1.71,-4505.9
90.6,2,0.11,0.23,20.8,69,880,3.68,563.1,0.97,45.8
284.1,3,0.44,0.29,11.3,22,907,3.58,1181.8,3.99,-1586.8
100.4,1,0.12,0.24,30.6,76,413,6.1,541.1,0.5,415.1
143.7,3,0.31,0.5,7.9,28,506,3.03,460.5,1.57,-1211.9
148.4,1,0.17,0.2,-8.8,42,924,6.09,208.2,1.57,-1671.1
162.6,3,0.41,0.24,-1.8,39,985,3.56,44.9,4.04,-2282.8
115.7,3,0.18,0.2,9.8,67,384,3.6,356.8,0.69,-755.3
139.7,1,0.26,0.36,12.7,66,726,3.08,688.1,1.89,-705.7
135.7,1,0.5,0.23,33.7,22,256,3.66,1573.7,1.28,1178.7
207.7,1,0.17,0.35,-3,62,244,3.56,174.5,0.41,-3076.5
166.3,1,0.21,0.24,29.7,59,405,3.48,1589.7,0.85,1051.7
222.1,3,0.49,0.3,6.6,52,572,0.01,198316.2,2.8,-2973.2
85,3,0.41,0.21,-7.6,50,458,3.09,236.7,1.88,-1621.1
272.6,2,0.35,0.31,19.7,77,293,5.16,1241.1,1.03,-39.6
189.2,1,0.37,0.4,21,42,775,3.78,1291.5,2.87,117.7
185.4,2,0.14,0.24,-8.5,36,864,3.01,503.3,1.21,-3693.4
147.5,2,0.41,0.43,16.5,62,230,3.35,887.6,0.94,-343.3
169.1,1,0.2,0.28,25.3,71,568,3.35,1436.3,1.14,596
210.2,3,0.32,0.42,5.3,44,310,0.05,27358,0.99,-3074.5
263.7,1,0.39,0.37,-2.2,40,359,3.73,155.5,1.4,-3670.5
273.4,1,0.38,0.5,31.5,66,272,5.45,1896.7,1.03,1430.6
177.6,1,0.39,0.49,-9,58,623,3.63,489.8,2.43,-3280.8
190.8,1,0.23,0.2,-3.6,57,491,3.11,212.7,1.13,-3102.5
241.2,3,0.34,0.32,-0.9,42,490,0.09,1285.6,1.67,-4995.7
203,2,0.4,0.21,26.2,38,760,5.01,1310.9,3.04,628
82.1,2,0.28,0.23,7,48,152,0.09,7437.6,0.43,-1057.7
261.6,2,0.34,0.42,5.2,27,303,3.07,548.6,1.03,-2683.1
146.4,3,0.34,0.4,12.8,42,856,6.41,364.9,2.91,-378.4
220.3,1,0.49,0.43,21.7,78,109,0.05,119632.6,0.53,372.6
57.2,1,0.36,0.46,8.6,71,249,0.07,8532.5,0.9,-647.5
100.8,3,0.13,0.48,25.5,21,190,3.6,766.1,0.25,354.8
267.2,2,0.21,0.36,-5.8,25,361,6.34,253.3,0.76,-2523.1
119.6,2,0.14,0.29,28.9,29,999,3.69,1036.9,1.4,671.7
91.9,3,0.23,0.24,17.4,55,225,3.42,528.1,0.52,-157.2
164.9,2,0.26,0.26,20.3,38,525,3.26,1190.3,1.36,33.3
145.4,3,0.25,0.42,19,59,652,0.08,40182.2,1.63,-144.2
77.2,1,0.5,0.4,2.7,77,966,3.58,98.8,4.83,-857.4
139.8,2,0.43,0.29,28,75,586,5.02,967.2,2.52,557
94.8,2,0.34,0.41,0.3,63,843,3.6,35.2,2.87,-1195.2
69.4,3,0.37,0.48,28.6,70,446,6.26,381.6,1.65,223.2
167.7,2,0.3,0.37,18.2,52,979,0.06,61646.1,2.94,-300
130,3,0.44,0.33,-7.3,72,102,3.58,318.9,0.45,-2278.5
161.8,3,0.4,0.47,9.9,73,573,0.05,40668.8,2.29,-1626
62.5,3,0.25,0.3,11.3,39,603,5.99,139.7,1.51,-218
79.3,3,0.22,0.44,-2.6,69,753,3.01,54,1.66,-1252.7
134.8,1,0.45,0.44,11.6,57,984,0.08,25974.9,4.43,-1123.3
244.2,1,0.31,0.29,8.6,35,783,3.54,747.6,2.43,-1798.4
163.5,1,0.39,0.35,16.3,67,989,0.07,48256.7,3.86,-600.7
269,3,0.21,0.29,12.3,37,950,0.07,56264.2,2,-2056.8
106.9,1,0.42,0.22,-2.4,32,324,3.24,82.9,1.36,-1618.7
291.1,2,0.21,0.37,19.3,49,978,3.09,2110.9,2.05,-140.8
77.4,3,0.27,0.38,-2.1,65,444,0.06,2424.6,1.2,-1700.3
143.3,1,0.31,0.4,27.5,25,349,3.78,1219.4,1.08,668.5
91.2,3,0.49,0.28,27.9,29,863,3.64,897.2,4.23,458.2
277.2,2,0.28,0.21,-3.6,55,551,5.09,189.3,1.54,-3212.1
164.4,1,0.45,0.39,10.1,76,224,0.07,29702.1,1.01,-1616.2
199.7,1,0.31,0.43,14.3,71,261,3.68,912.6,0.81,-719.4
280.7,2,0.29,0.39,-9.9,44,641,3.05,975.7,1.86,-5833.1
281.9,1,0.15,0.42,-5,23,646,3.02,436.9,0.97,-4919.2
299.3,3,0.17,0.3,3.7,60,118,3.63,341.6,0.2,-3107.7
54.7,3,0.18,0.45,-6.8,63,178,5.58,70.8,0.32,-648
247.3,2,0.21,0.43,-0.2,72,533,3.58,25.4,1.12,-3207.1
294,2,0.11,0.4,-9,25,680,3.64,709,0.75,-5422.5
179.7,2,0.13,0.3,31.8,52,969,5.66,1108,1.26,920.3
172.6,3,0.12,0.27,11.5,60,848,0.06,37652.3,1.02,-1458.3
247,2,0.41,0.28,8.1,36,618,3.11,834.3,2.53,-2025.2
107.9,3,0.46,0.26,17,64,101,3.25,698.3,0.46,-218.5
130.4,2,0.2,0.49,34.2,28,818,3.22,1559.9,1.64,1255.4
70.1,1,0.14,0.29,-1.3,71,669,5.82,8.1,0.94,-624.1
222.3,2,0.39,0.34,22,77,617,0.05,120163.4,2.41,442.4
187.6,3,0.2,0.36,1,69,818,3.28,114.4,1.64,-2395.3
285,3,0.5,0.29,-0.1,45,776,3.68,65.4,3.88,-3620.4
156.1,3,0.21,0.43,13,70,202,3.21,709.4,0.42,-741.9
249.3,2,0.37,0.43,4.8,59,401,0.02,76824.1,1.48,-3781.8
281.8,3,0.16,0.24,-9.2,37,278,5.05,537.7,0.44,-4073.1
273.7,3,0.16,0.36,1.3,60,156,3.78,113.9,0.25,-3183.5
184,2,0.17,0.29,27.8,72,388,5.09,1105.6,0.66,704.7
199.1,3,0.24,0.43,21.2,29,872,3.23,1523.8,2.09,161.7
265.8,1,0.22,0.29,15.3,20,680,3.58,1317,1.5,-802
172.7,1,0.42,0.32,-4.4,56,826,3.74,199.7,3.47,-2637.9
192.5,3,0.4,0.35,33.4,30,578,3.02,2599,2.31,1800.5
254.2,3,0.38,0.42,18.7,45,516,3.1,1875.1,1.96,-228
228.2,1,0.37,0.44,28,43,328,3.76,2037.3,1.21,1139.2
76.9,3,0.18,0.38,-5.6,72,781,3.58,112.8,1.41,-1263.9
140.6,3,0.15,0.46,2.7,74,621,6.3,79.7,0.93,-900
244.1,3,0.23,0.43,10.3,36,403,0.07,41615,0.93,-2351.2
283.6,2,0.29,0.33,17.3,60,121,0.06,94283,0.35,-761.1
118,3,0.25,0.21,-5.4,77,860,3.73,161.6,2.15,-1879.2
203.8,2,0.45,0.38,-4.7,52,111,3.23,354.7,0.5,-3407.9
136.2,3,0.17,0.35,-4.3,47,887,3.12,161.7,1.51,-2277
98.7,2,0.11,0.21,-9.6,63,478,6.36,149.3,0.53,-1063.4
264.5,3,0.16,0.26,7.2,61,711,0.07,32283.7,1.14,-3361.9
94.1,3,0.14,0.2,29.9,23,803,3,1030.5,1.12,652.1
299.1,3,0.4,0.41,27.6,29,254,3.3,3029.5,1.02,1523
223.4,2,0.46,0.44,6.8,45,632,5.52,370,2.91,-1321.1
260.4,2,0.31,0.45,19.2,46,929,3.71,1631.8,2.88,-131
261.9,1,0.31,0.29,3.9,40,124,0.08,15215.5,0.38,-4182.9
288.1,1,0.49,0.31,-5.8,79,941,3.15,553.3,4.61,-5091.6
245.6,3,0.46,0.28,23.7,30,133,3.57,2016.7,0.61,584.3
249,3,0.26,0.35,4.5,21,333,3.25,418.4,0.87,-2605.2
232,2,0.24,0.47,32.1,47,226,3.07,2736,0.54,1945.4
249.8,1,0.12,0.27,-4.3,60,364,3.13,333,0.44,-4170.2
193.2,3,0.32,0.42,21.4,64,236,0.05,96977.7,0.76,269.1
133.5,3,0.2,0.4,2.9,37,477,6.06,81.8,0.95,-899.4
148.7,2,0.48,0.35,6.8,47,332,3.14,418.8,1.59,-1346.5
150.1,1,0.14,0.38,30,37,189,3.12,1554,0.26,1032.7
222.5,1,0.3,0.33,15.9,77,399,0.05,83410.1,1.2,-907.7
144.2,3,0.37,0.29,29.1,77,433,3.57,1413.6,1.6,843.8
256.9,2,0.16,0.21,11.8,70,744,0.07,49719.4,1.19,-2091.8
65.3,1,0.37,0.26,21.2,29,118,3.76,438.7,0.44,48.9
292.2,3,0.43,0.28,-7.4,76,949,3.18,720.2,4.08,-5460.3
132.7,3,0.45,0.36,10.6,54,257,5.84,302.2,1.16,-518.9
108.5,1,0.31,0.36,30.3,55,301,3.67,1044.9,0.93,707.4
161.9,1,0.19,0.35,17.3,30,599,3.27,970.4,1.14,-294.2
267.4,2,0.14,0.21,27.9,48,758,3.65,2246.5,1.06,1341.4
221.6,3,0.46,0.22,31.3,23,287,3.09,2786.3,1.32,1730.3
166.6,2,0.23,0.47,23.4,35,817,3.23,1392.7,1.88,383.5
107.8,2,0.42,0.45,5.5,73,737,3.25,250.3,3.1,-1055.1
255.7,3,0.4,0.4,-7.3,46,724,6.02,335.2,2.9,-2778.3
264.5,3,0.2,0.3,16.2,67,853,0.02,248078.5,1.71,-1003.1
148.1,1,0.41,0.5,12.5,25,142,3.79,595.3,0.58,-689.8
55.1,2,0.49,0.31,-7.1,39,877,5.44,78.5,4.3,-680.9
116.9,2,0.22,0.37,9.9,67,858,3.79,368.3,1.89,-733.2
171.4,2,0.32,0.32,-7,37,487,0.09,14388.2,1.56,-4586.1
238.5,2,0.42,0.28,2.3,23,810,3.26,275.3,3.4,-2845.3
85.6,2,0.49,0.24,9.2,33,845,0.05,21410.3,4.14,-919.9
83.6,3,0.37,0.33,-4.2,53,988,3.04,104.7,3.66,-1408.1
95.9,2,0.24,0.23,29.5,71,851,3.57,913.1,2.04,585.8
76.5,2,0.42,0.4,-9.2,59,197,3.42,243.7,0.83,-1469.8
87.8,1,0.4,0.49,2.4,33,678,6.22,52.1,2.71,-584.1
201.2,1,0.15,0.43,-6.1,60,360,6.14,202.2,0.54,-2027
87.2,2,0.24,0.39,32.2,72,909,3.13,1033.1,2.18,730.9
291.7,3,0.19,0.37,34.8,21,593,5.54,2040.6,1.13,1925.5
288.7,2,0.42,0.34,14.2,57,432,3.11,1643.5,1.81,-1153.7
77.6,2,0.23,0.41,30,71,837,0.02,133407,1.93,774.4
297.5,1,0.45,0.32,35,22,692,3.19,4077.6,3.11,3039
98.1,1,0.23,0.27,-9,22,760,3.49,258.3,1.75,-1852
71.2,2,0.24,0.44,23.2,52,535,0.09,21030.3,1.28,225.8
174.6,2,0.29,0.24,7,68,626,3.6,423.5,1.82,-1452.7
183,2,0.18,0.38,28.3,68,802,3.67,1581.7,1.44,961.5
180.6,1,0.14,0.32,28.9,32,223,0.08,70347.3,0.31,1594.5
241.8,3,0.25,0.45,0.9,45,460,3.09,119.7,1.15,-3191.3
158.8,2,0.35,0.38,10.8,72,942,3.61,606.9,3.3,-933.6
65,3,0.33,0.34,-3.8,69,778,3.55,64.5,2.57,-997.8
231,3,0.16,0.24,12.8,25,514,3.14,1057.8,0.82,-1141
185.3,2,0.16,0.28,17.8,23,991,6.25,601.7,1.59,-152.9
212.5,2,0.22,0.24,22.1,54,988,3.03,1797.3,2.17,311
102.4,3,0.29,0.4,23,23,455,3.17,867.5,1.32,209.8
243.7,1,0.35,0.33,0,70,965,3.26,84.8,3.38,-3285.1
161.6,2,0.25,0.33,3.2,54,442,3.32,199.4,1.1,-1813.5
182.9,3,0.44,0.47,-9.7,44,853,0.07,28201.5,3.75,-5394.1
222.5,2,0.21,0.48,0.6,33,700,3.72,85.9,1.47,-2710.8
148.5,3,0.42,0.43,19.4,46,250,3.17,1113.8,1.05,-60.9
127.6,1,0.17,0.35,-6.5,48,557,3.27,251.6,0.95,-2275.7
273.6,1,0.41,0.31,33.6,43,881,5.71,1990.9,3.61,1596.3
92.4,1,0.48,0.36,14,56,246,3.19,511.7,1.18,-377.5
204.5,2,0.25,0.3,-8.8,62,186,3.21,617.4,0.46,-3999
280.1,1,0.11,0.32,25.2,75,468,0.07,108357.6,0.51,1446.3
189.8,3,0.45,0.31,15.1,23,827,3.04,1218.1,3.72,-647.3
98.1,3,0.25,0.38,23,59,999,3.57,741.9,2.5,189.2
145.1,2,0.42,0.23,34.4,46,779,5.95,1038.1,3.27,846.2
100.5,3,0.19,0.34,32.3,37,961,3.02,1212,1.83,862.8
181.3,1,0.46,0.38,-5.5,20,884,0.04,25734.1,4.07,-4604.7
179.5,1,0.5,0.21,0.1,35,708,5.15,35.2,3.54,-1732.4
65.9,2,0.21,0.3,-8.5,66,302,3.15,189.5,0.63,-1286.5
221,3,0.33,0.46,-6.8,55,798,5.24,294.9,2.63,-2819.3
237.3,2,0.48,0.43,-5.5,30,835,3.79,362.2,4.01,-3757.8
216.4,1,0.15,0.47,5.1,27,855,3.01,460.2,1.28,-2253.8
233.2,3,0.3,0.44,4.9,61,372,3.11,454.6,1.12,-2426.2
215.4,2,0.49,0.48,20.5,72,780,3.21,1777.8,3.82,73.1
180,2,0.42,0.39,23.4,40,217,3.01,1708.9,0.91,427.8
246,1,0.41,0.46,4.3,76,986,3.34,469.1,4.04,-2572.2
130.3,2,0.32,0.47,30,76,606,3.13,1478,1.94,895.2
254.4,3,0.42,0.44,8.9,34,711,3.14,942.2,2.99,-1937.2
85,1,0.25,0.25,23.9,79,671,0.03,78320.1,1.68,330.5
115.2,1,0.42,0.25,20.5,75,859,5.61,530.7,3.61,25.3
118.2,2,0.33,0.25,3.3,50,353,3.12,161.2,1.16,-1358.1
190.9,2,0.29,0.25,26.5,72,240,0.02,292242.1,0.7,1238.4
126.8,2,0.12,0.42,-5.1,65,965,3.01,184.6,1.16,-2224.7
231.5,3,0.42,0.26,4.3,78,918,3.37,433.7,3.86,-2409.7
127.6,3,0.46,0.22,28.5,57,332,3.21,1409.7,1.53,736.4
284.9,1,0.29,0.39,18.6,78,818,5.89,1075.4,2.37,-163.9
238.9,1,0.12,0.27,17.5,27,311,3.72,1212.5,0.37,-375.1
234.3,2,0.38,0.27,25,54,729,0.05,143473.7,2.77,1165.6
197.3,3,0.27,0.26,23.1,77,265,0.03,174408.4,0.72,609.8
231.6,1,0.16,0.36,-3.7,78,881,3.59,196.4,1.41,-3518.4
135.8,3,0.24,0.42,-9.1,44,327,3.19,418.3,0.78,-2691.2
147.7,2,0.34,0.33,21.7,74,383,3.01,1267.8,1.3,175.5
250.9,2,0.17,0.4,-1,69,504,0.1,1350.2,0.86,-5216.2
187,1,0.29,0.37,3.5,79,725,5.99,151,2.1,-1237.3
165.3,1,0.12,0.35,-6,66,474,3.14,308.4,0.57,-2948.3
260.8,2,0.27,0.33,19.5,76,264,3.23,1811.2,0.71,-88.3
144.9,1,0.16,0.29,22.8,35,879,0.06,61759.6,1.41,403.3
66.9,3,0.35,0.22,7.3,30,609,0.07,8881.5,2.13,-843.7
79.7,2,0.29,0.22,1.6,40,665,3.61,57.3,1.93,-937.1
80.4,2,0.16,0.31,7.1,64,603,3.66,182.8,0.96,-657.6
241.2,3,0.2,0.46,29.9,66,227,0.09,88814.4,0.45,2366.4
240.5,3,0.46,0.27,13.7,53,538,3.26,1292,2.47,-1021.2
269.9,1,0.35,0.48,18.5,75,626,3.23,1877.9,2.19,-274.1
224.7,1,0.36,0.24,-3,67,110,0.07,10946.7,0.4,-5131.9
144.1,2,0.23,0.46,-0.1,22,884,0.02,6298.3,2.03,-2890.6
79.7,2,0.45,0.34,-1.9,63,380,3.5,42.4,1.71,-1134.5
111.4,2,0.49,0.37,-3,76,579,6.07,55.3,2.84,-1006.9
258.5,2,0.16,0.25,23.5,55,483,0.08,83694.7,0.77,897.5
229.4,2,0.42,0.28,3.5,79,712,3.79,308.5,2.99,-2350.5
109.9,2,0.39,0.37,8.4,50,245,0.07,16219.3,0.96,-1265.9
76.4,3,0.45,0.27,2,57,652,3.74,66.4,2.93,-860.9
213.6,3,0.25,0.29,29.8,54,518,3.28,2221.2,1.3,1406.7
140.2,3,0.28,0.22,18.8,62,400,3.56,862,1.12,-108.3
267.9,1,0.13,0.3,33.8,45,334,3.25,2996.6,0.43,2495.5
85.5,2,0.29,0.44,12.6,35,635,3.5,370.2,1.84,-411.3
60.3,3,0.32,0.46,16.7,35,135,0.1,11775.7,0.43,-197
117.7,3,0.28,0.23,20.9,35,361,3.59,794.6,1.01,67.9
51.9,2,0.17,0.36,17.7,41,532,3.1,331.2,0.9,-82.4
203.7,1,0.42,0.24,26.2,79,386,3.23,2028.7,1.62,855
162.1,1,0.18,0.23,30.4,62,508,3.04,1796.4,0.91,1173.3
173.2,3,0.46,0.3,4.8,31,539,3.67,309.9,2.48,-1666.5
68.2,2,0.47,0.37,13.6,61,152,3.73,310.5,0.71,-273.7
203.4,1,0.24,0.46,4.2,73,436,3.76,280.9,1.05,-2005.4
99.6,2,0.36,0.41,30.1,34,654,3.67,984.9,2.35,636.8
182.1,3,0.49,0.23,9.6,77,855,3.51,675.3,4.19,-1229.1
54,1,0.4,0.29,-0.8,54,764,6.15,0.4,3.06,-432.4
178.7,1,0.31,0.28,24.6,70,304,0.09,57112.8,0.94,814.6
220.1,3,0.24,0.21,3.6,30,815,3.02,360.4,1.96,-2519.5
279.8,1,0.46,0.47,14.5,68,727,5.18,1011.7,3.34,-741.7
62.7,1,0.22,0.45,12.7,77,981,3.1,307.1,2.16,-315.8
286.3,1,0.35,0.21,10,32,499,3.72,949.4,1.75,-1798
185.8,2,0.11,0.24,15.9,65,664,3.07,1057.6,0.73,-527.9
111.6,1,0.22,0.27,10.6,43,778,3.21,439.1,1.71,-712.3
68.7,1,0.17,0.22,20.5,74,445,3.59,434.9,0.76,22
144.3,2,0.36,0.27,25.3,40,923,3.04,1468.8,3.32,532.3
274.4,1,0.3,0.33,7.5,75,101,3.55,675.7,0.3,-2212.4
146.7,2,0.32,0.42,-5,57,466,6.18,124.8,1.49,-1401
193.1,3,0.38,0.28,28.2,66,848,3.69,1808.9,3.22,999.1
114.4,2,0.47,0.33,18.3,77,425,3.74,707.4,2,-121.7
118.5,1,0.28,0.23,30.6,68,569,3.79,1111,1.59,780
50.1,3,0.2,0.3,14.1,31,593,3.71,218.3,1.19,-185.9
70.2,3,0.19,0.46,-4.2,56,167,6.28,49.4,0.32,-632
135.7,3,0.44,0.41,6.8,42,150,3.01,382.3,0.66,-1252.1
230.7,3,0.36,0.38,19.2,25,582,3.07,1754.1,2.1,-127.9
147.1,2,0.44,0.47,-2,48,204,3.44,93.7,0.9,-2122.9
214,3,0.3,0.48,25.6,70,773,0.02,324519.8,2.32,1196
161.1,2,0.42,0.3,31.2,34,761,3.41,1827,3.2,1189
172.4,2,0.33,0.26,28.3,74,549,0.06,96570.1,1.81,1422.3
62.1,1,0.21,0.31,16.3,35,890,3.21,367.5,1.87,-156
185.4,2,0.17,0.5,11.3,30,333,0.03,78002.8,0.57,-1608.1
58.6,1,0.46,0.28,-5.7,75,990,3.73,91,4.55,-944.3
171.4,2,0.32,0.21,-3.3,57,300,3.23,184.7,0.96,-2703.7
133.7,1,0.12,0.25,10.6,59,327,3.12,496.3,0.39,-864.7
202.2,3,0.17,0.5,29.9,21,358,3.14,2114.1,0.61,1373.2
87,1,0.42,0.37,8.8,75,145,3.1,303.8,0.61,-672.3
51.7,1,0.19,0.25,-5.3,71,479,0.04,6823.1,0.91,-1302.8
148.2,3,0.24,0.3,-5.3,29,148,5.2,164.5,0.36,-1799.7
283,2,0.37,0.39,31.3,47,878,3.27,3300,3.25,2152.2
